age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
51,management,single,tertiary,no,6030,yes,no,cellular,18,nov,157,2,110,3,failure,no
45,technician,divorced,secondary,no,-14,no,no,cellular,18,nov,39,2,127,3,failure,no
46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure,no
39,management,single,tertiary,no,12437,no,no,telephone,18,nov,40,1,-1,0,,no
51,management,single,tertiary,no,1202,yes,no,cellular,18,nov,99,1,-1,0,,no
30,blue-collar,married,secondary,no,1131,yes,yes,cellular,18,nov,189,1,144,5,failure,no
40,management,married,tertiary,no,6008,yes,no,cellular,18,nov,989,1,-1,0,,no
36,management,married,tertiary,no,1434,no,no,cellular,18,nov,379,1,-1,0,,no
32,technician,single,tertiary,no,4432,no,no,telephone,18,nov,115,4,-1,0,,no
46,management,single,secondary,yes,177,no,no,cellular,18,nov,437,1,-1,0,,no
40,admin.,divorced,secondary,no,399,yes,yes,cellular,18,nov,166,3,96,2,failure,no
46,services,divorced,secondary,no,864,yes,no,cellular,18,nov,105,5,188,2,failure,no
35,blue-collar,married,secondary,no,496,yes,no,cellular,18,nov,135,3,-1,0,,no
45,admin.,married,secondary,no,597,yes,yes,cellular,18,nov,188,2,-1,0,,no
58,technician,married,tertiary,no,855,yes,no,telephone,18,nov,263,2,-1,0,,no
32,blue-collar,single,secondary,no,3845,yes,no,cellular,18,nov,459,3,-1,0,,no
49,self-employed,married,tertiary,no,202,yes,no,cellular,18,nov,139,1,166,3,other,no
39,management,married,tertiary,no,3,yes,no,cellular,18,nov,341,1,-1,0,,no
33,management,single,tertiary,no,2206,yes,no,cellular,18,nov,247,1,-1,0,,no
31,management,single,tertiary,no,3142,yes,no,cellular,18,nov,235,1,123,1,failure,no
55,management,divorced,secondary,no,1526,yes,no,cellular,18,nov,105,1,-1,0,,no
34,management,married,tertiary,no,577,yes,no,cellular,18,nov,80,1,-1,0,,no
53,retired,married,secondary,no,1139,yes,no,cellular,18,nov,180,1,186,6,failure,no
42,blue-collar,married,secondary,no,1540,yes,yes,cellular,18,nov,158,1,-1,0,,no
32,management,married,secondary,no,1477,yes,no,cellular,18,nov,111,1,-1,0,,no
30,admin.,married,secondary,no,8781,yes,no,cellular,18,nov,898,1,-1,0,,yes
48,blue-collar,married,primary,no,214,yes,yes,cellular,18,nov,246,1,162,1,failure,no
34,blue-collar,married,secondary,no,1412,yes,yes,cellular,18,nov,149,1,175,2,failure,no
35,technician,married,secondary,no,2019,yes,yes,cellular,18,nov,83,2,144,1,failure,no
52,management,married,tertiary,no,1295,yes,no,cellular,18,nov,121,1,123,1,other,no
39,technician,married,tertiary,no,3911,yes,no,cellular,18,nov,247,2,-1,0,,no
48,management,married,secondary,yes,-998,yes,no,cellular,18,nov,173,1,-1,0,,no
31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,141,2,123,3,failure,no
36,management,married,tertiary,no,369,no,no,cellular,18,nov,193,4,102,2,failure,no
31,admin.,married,secondary,no,3584,yes,yes,cellular,18,nov,467,1,-1,0,,no
31,technician,married,tertiary,no,3564,no,no,cellular,18,nov,1377,1,-1,0,,no
51,entrepreneur,married,primary,no,538,no,no,cellular,18,nov,1122,4,-1,0,,yes
36,housemaid,married,secondary,no,205,yes,no,telephone,18,nov,176,4,-1,0,,no
45,blue-collar,married,secondary,no,17,yes,no,cellular,18,nov,66,1,152,14,failure,no
30,admin.,married,secondary,no,187,yes,no,cellular,18,nov,106,1,-1,0,,no
31,admin.,married,secondary,no,355,yes,no,cellular,18,nov,530,1,193,1,failure,no
35,services,married,secondary,no,66,yes,no,cellular,18,nov,110,1,123,1,other,no
51,self-employed,married,primary,no,106,yes,no,telephone,18,nov,366,3,110,2,failure,no
51,technician,married,secondary,no,3899,yes,yes,telephone,18,nov,82,6,-1,0,,no
41,technician,married,secondary,no,352,yes,no,cellular,18,nov,129,2,-1,0,,no
47,admin.,married,secondary,no,79,no,yes,cellular,18,nov,136,5,-1,0,,no
50,technician,married,secondary,no,31,yes,no,telephone,18,nov,251,4,-1,0,,no
42,blue-collar,married,secondary,no,681,yes,no,cellular,18,nov,203,1,-1,0,,no
56,management,married,tertiary,no,1390,yes,no,cellular,18,nov,543,1,-1,0,,yes
48,management,married,tertiary,no,1175,yes,no,telephone,18,nov,1476,3,-1,0,,no
31,self-employed,single,secondary,no,202,yes,no,cellular,18,nov,216,1,-1,0,,no
41,blue-collar,married,secondary,no,1362,yes,no,cellular,18,nov,25,1,-1,0,,no
56,retired,married,tertiary,no,839,no,yes,cellular,18,nov,630,1,187,2,other,no
34,entrepreneur,married,secondary,no,1368,yes,no,cellular,18,nov,252,2,-1,0,,no
46,entrepreneur,married,tertiary,no,1082,yes,yes,cellular,18,nov,288,1,-1,0,,no
43,management,married,secondary,no,481,yes,no,telephone,18,nov,164,1,110,2,other,no
36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,,no
33,blue-collar,married,primary,no,3074,no,no,cellular,18,nov,679,1,-1,0,,no
51,technician,divorced,secondary,no,5964,yes,no,cellular,18,nov,577,4,-1,0,,no
42,management,married,secondary,no,283,yes,no,cellular,18,nov,400,1,-1,0,,no
30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,372,1,186,1,failure,no
41,entrepreneur,married,secondary,no,353,no,no,cellular,19,nov,90,2,-1,0,,no
48,management,married,tertiary,no,571,yes,yes,cellular,19,nov,77,2,-1,0,,no
51,management,married,tertiary,no,-20,no,no,cellular,19,nov,139,3,-1,0,,no
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,167,3,-1,0,,no
55,technician,married,secondary,no,6043,no,no,cellular,19,nov,427,3,-1,0,,no
44,services,married,secondary,no,1106,yes,no,telephone,19,nov,178,5,119,11,failure,no
33,management,single,tertiary,no,48,yes,no,cellular,19,nov,308,5,-1,0,,no
39,blue-collar,married,primary,no,4,yes,no,cellular,19,nov,206,5,-1,0,,no
35,management,divorced,tertiary,no,808,no,no,cellular,19,nov,89,1,-1,0,,no
31,technician,divorced,tertiary,yes,1200,no,no,cellular,19,nov,62,1,-1,0,,no
35,management,married,tertiary,no,12256,yes,no,cellular,19,nov,308,4,-1,0,,no
41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209,1,191,4,failure,no
36,admin.,single,tertiary,no,2317,yes,no,cellular,19,nov,56,2,-1,0,,no
33,management,married,tertiary,no,2744,yes,no,telephone,19,nov,103,1,-1,0,,no
37,management,married,tertiary,no,156,no,no,cellular,19,nov,366,3,-1,0,,yes
36,management,married,tertiary,no,481,yes,no,cellular,19,nov,112,3,-1,0,,no
35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,,no
44,admin.,married,secondary,no,1206,no,no,cellular,19,nov,180,3,-1,0,,no
58,self-employed,married,tertiary,no,8014,yes,no,cellular,19,nov,697,2,184,3,failure,no
55,blue-collar,divorced,secondary,no,4053,no,no,cellular,19,nov,113,1,166,2,failure,no
53,management,married,tertiary,no,57,no,yes,cellular,19,nov,84,3,-1,0,,no
58,technician,married,secondary,no,4717,yes,no,cellular,19,nov,135,1,-1,0,,no
33,management,married,tertiary,no,1148,no,no,cellular,19,nov,299,1,-1,0,,no
32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure,no
46,technician,single,secondary,no,874,no,no,cellular,19,nov,819,3,-1,0,,yes
31,technician,single,secondary,no,3500,yes,no,cellular,19,nov,347,1,-1,0,,no
50,housemaid,divorced,secondary,no,0,no,no,cellular,19,nov,126,1,-1,0,,no
38,entrepreneur,married,tertiary,no,83,yes,no,cellular,19,nov,108,1,-1,0,,no
30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,,yes
46,blue-collar,divorced,secondary,no,138,no,no,cellular,19,nov,277,1,-1,0,,no
42,technician,married,secondary,no,-556,yes,no,cellular,19,nov,101,1,-1,0,,no
45,management,married,tertiary,no,1416,yes,yes,cellular,19,nov,740,1,-1,0,,no
36,management,married,tertiary,no,3839,no,no,cellular,19,nov,146,1,-1,0,,no
48,technician,married,primary,yes,-530,no,yes,cellular,19,nov,119,1,-1,0,,no
42,services,married,tertiary,no,412,yes,no,telephone,19,nov,142,4,169,5,failure,no
30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,no
37,technician,married,secondary,no,7957,no,no,cellular,19,nov,706,1,111,2,failure,no
39,management,single,secondary,no,4278,yes,no,cellular,19,nov,43,1,111,2,other,no
30,entrepreneur,married,tertiary,no,23,yes,yes,cellular,19,nov,375,1,-1,0,,no
32,services,divorced,secondary,no,1156,yes,no,cellular,19,nov,81,1,182,1,failure,no
38,blue-collar,married,primary,no,10443,no,no,cellular,19,nov,370,1,-1,0,,no
47,entrepreneur,divorced,secondary,no,392,yes,yes,cellular,19,nov,125,1,-1,0,,no
39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,147,1,170,1,failure,no
31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,112,1,180,2,failure,no
38,technician,married,tertiary,no,11766,yes,no,cellular,19,nov,280,1,-1,0,,no
50,services,divorced,secondary,no,2015,yes,no,cellular,19,nov,242,1,-1,0,,no
32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure,no
45,management,married,secondary,no,38,yes,no,cellular,19,nov,159,1,188,2,failure,no
33,management,single,tertiary,no,541,yes,yes,cellular,19,nov,140,1,182,1,failure,no
35,blue-collar,single,secondary,no,4845,no,no,cellular,19,nov,718,1,-1,0,,no
33,management,single,tertiary,no,102,yes,yes,cellular,19,nov,199,1,-1,0,,no
30,management,single,tertiary,no,54,yes,yes,cellular,19,nov,192,1,177,3,failure,no
52,admin.,married,secondary,no,299,no,no,cellular,19,nov,310,4,-1,0,,no
50,blue-collar,married,primary,no,167,no,no,cellular,19,nov,189,1,-1,0,,no
52,management,married,tertiary,no,488,yes,no,cellular,19,nov,60,3,-1,0,,no
35,services,single,secondary,no,0,yes,no,cellular,19,nov,305,4,-1,0,,no
45,entrepreneur,married,tertiary,no,2185,yes,no,cellular,19,nov,167,4,-1,0,,no
34,blue-collar,single,primary,no,-343,yes,yes,cellular,19,nov,207,1,-1,0,,no
43,entrepreneur,single,primary,no,2124,yes,no,cellular,19,nov,104,1,-1,0,,no
31,management,married,tertiary,no,4924,yes,no,cellular,19,nov,316,1,182,2,failure,no
54,management,married,tertiary,no,6525,yes,no,cellular,19,nov,133,1,170,3,failure,no
33,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no
31,self-employed,single,,no,7118,yes,no,cellular,19,nov,210,1,168,2,other,no
33,management,single,tertiary,no,896,yes,no,cellular,19,nov,577,1,-1,0,,no
37,services,married,secondary,no,345,yes,yes,cellular,19,nov,204,1,-1,0,,no
53,management,divorced,primary,no,255,no,no,cellular,19,nov,126,1,-1,0,,no
58,entrepreneur,married,tertiary,no,6384,no,no,cellular,19,nov,90,3,-1,0,,no
48,unemployed,married,secondary,no,1811,yes,no,telephone,19,nov,137,4,111,3,failure,no
40,management,married,tertiary,no,2168,yes,yes,cellular,19,nov,530,1,-1,0,,no
36,services,divorced,secondary,no,2390,yes,no,cellular,19,nov,400,1,-1,0,,no
33,management,married,tertiary,no,0,yes,no,cellular,19,nov,295,1,170,1,failure,no
33,technician,married,tertiary,no,575,yes,no,cellular,19,nov,76,1,-1,0,,no
33,blue-collar,married,primary,no,359,yes,yes,cellular,19,nov,158,1,-1,0,,no
37,management,divorced,tertiary,no,2519,yes,no,cellular,19,nov,58,1,-1,0,,no
51,technician,married,secondary,no,113,no,no,cellular,19,nov,193,1,-1,0,,no
57,retired,single,primary,no,604,no,no,cellular,19,nov,187,1,-1,0,,no
31,blue-collar,single,secondary,no,-366,yes,no,cellular,19,nov,313,1,180,1,other,no
46,technician,married,tertiary,no,3941,yes,no,cellular,19,nov,499,1,-1,0,,no
35,technician,married,secondary,no,0,yes,no,telephone,19,nov,125,1,-1,0,,no
55,management,married,tertiary,no,4649,yes,no,cellular,19,nov,277,4,-1,0,,no
32,services,single,secondary,no,545,yes,no,cellular,19,nov,194,1,-1,0,,no
30,management,single,tertiary,no,4319,yes,no,cellular,19,nov,144,1,-1,0,,no
32,blue-collar,married,secondary,no,2089,yes,no,cellular,19,nov,192,1,5,1,success,no
41,management,married,tertiary,no,1495,yes,no,cellular,19,nov,210,2,-1,0,,no
35,unemployed,married,secondary,no,315,yes,no,telephone,19,nov,70,1,-1,0,,no
51,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,162,1,-1,0,,no
43,technician,married,secondary,no,186,yes,no,cellular,19,nov,137,1,-1,0,,no
40,management,married,tertiary,no,12409,yes,no,cellular,19,nov,140,1,99,2,failure,no
37,technician,divorced,secondary,yes,0,no,yes,cellular,19,nov,134,1,-1,0,,no
38,admin.,single,secondary,no,2600,yes,no,cellular,19,nov,67,1,-1,0,,no
33,services,married,secondary,no,1082,yes,yes,cellular,19,nov,351,1,-1,0,,no
52,retired,married,secondary,no,424,no,no,cellular,19,nov,143,1,154,3,failure,no
31,technician,single,secondary,no,1186,yes,no,cellular,19,nov,174,1,180,1,failure,no
35,management,married,tertiary,no,2801,yes,no,cellular,19,nov,70,2,111,2,failure,no
32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,197,1,99,2,success,no
31,technician,single,secondary,no,1188,yes,no,cellular,19,nov,82,1,-1,0,,no
33,management,single,tertiary,no,659,yes,no,cellular,19,nov,311,1,-1,0,,no
30,admin.,single,secondary,no,382,yes,no,cellular,19,nov,369,1,191,1,failure,no
31,blue-collar,married,primary,no,4728,yes,no,cellular,19,nov,114,1,183,3,other,no
32,entrepreneur,married,tertiary,no,964,yes,no,cellular,19,nov,130,1,120,2,failure,no
35,management,single,tertiary,no,578,yes,no,cellular,19,nov,112,1,-1,0,,no
36,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,136,1,120,1,failure,no
40,self-employed,divorced,tertiary,no,1077,no,no,cellular,19,nov,309,1,-1,0,,no
35,blue-collar,divorced,tertiary,no,3547,yes,no,cellular,19,nov,289,1,-1,0,,no
42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,36,1,-1,0,,no
31,technician,single,tertiary,no,1881,no,no,cellular,19,nov,145,1,-1,0,,no
40,services,married,secondary,no,961,no,yes,cellular,19,nov,589,1,133,4,other,no
35,unemployed,single,secondary,yes,-126,no,no,cellular,19,nov,168,1,-1,0,,no
32,blue-collar,married,secondary,no,1520,yes,no,cellular,19,nov,493,1,-1,0,,no
52,self-employed,married,secondary,no,-201,no,yes,cellular,19,nov,905,1,133,2,failure,no
35,management,married,tertiary,no,3889,yes,no,cellular,19,nov,265,2,-1,0,,no
42,services,divorced,secondary,no,266,yes,yes,cellular,19,nov,97,1,-1,0,,no
45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,168,1,success,yes
37,services,single,secondary,no,50,no,no,cellular,19,nov,244,1,154,8,other,no
56,retired,divorced,secondary,no,1886,yes,no,cellular,19,nov,682,1,-1,0,,no
59,blue-collar,married,secondary,no,16869,no,no,cellular,19,nov,107,1,-1,0,,no
45,housemaid,married,secondary,no,16358,no,no,telephone,19,nov,161,1,-1,0,,no
36,management,married,tertiary,yes,-485,yes,no,cellular,19,nov,278,1,-1,0,,no
35,management,divorced,tertiary,no,859,yes,yes,cellular,19,nov,1554,1,-1,0,,yes
32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,820,1,-1,0,,yes
30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,-1,0,,yes
42,management,divorced,primary,no,0,yes,no,cellular,19,nov,73,5,-1,0,,no
58,management,married,secondary,no,60,no,yes,cellular,19,nov,291,2,-1,0,,no
39,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,,no
36,admin.,single,tertiary,no,649,no,no,cellular,19,nov,224,1,111,1,other,no
43,management,married,tertiary,no,13044,no,no,cellular,19,nov,215,1,93,4,failure,no
35,management,divorced,tertiary,no,771,yes,yes,cellular,19,nov,110,1,93,5,failure,no
30,management,married,tertiary,no,86,yes,yes,cellular,19,nov,155,1,97,2,other,no
32,services,married,secondary,no,1082,yes,no,cellular,19,nov,770,1,-1,0,,no
34,blue-collar,married,secondary,no,1897,yes,yes,cellular,19,nov,441,1,-1,0,,no
39,technician,married,secondary,no,3494,yes,no,cellular,19,nov,139,1,92,4,failure,no
30,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,1,-1,0,,no
49,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,58,3,-1,0,,no
57,retired,married,primary,no,1335,no,no,cellular,19,nov,902,2,-1,0,,no
54,management,married,secondary,no,0,no,no,cellular,19,nov,106,1,-1,0,,no
37,self-employed,married,tertiary,no,804,yes,no,cellular,19,nov,94,1,170,1,other,no
49,management,married,tertiary,no,6613,no,no,cellular,19,nov,106,1,155,3,failure,no
30,blue-collar,divorced,secondary,no,4591,yes,no,cellular,19,nov,89,1,175,1,other,no
34,blue-collar,married,secondary,no,360,yes,no,telephone,19,nov,46,1,182,2,failure,no
54,admin.,married,secondary,no,3136,yes,no,telephone,19,nov,72,1,-1,0,,no
52,admin.,married,primary,no,6286,no,no,cellular,19,nov,288,1,-1,0,,no
57,entrepreneur,married,tertiary,no,1828,yes,no,cellular,19,nov,68,1,-1,0,,no
41,admin.,married,secondary,no,80,no,no,cellular,19,nov,202,1,-1,0,,no
48,management,married,tertiary,no,5057,no,yes,cellular,19,nov,37,1,-1,0,,no
33,technician,married,secondary,no,1234,no,no,cellular,19,nov,109,1,10,1,failure,no
55,technician,married,secondary,no,0,no,no,cellular,19,nov,336,1,-1,0,,no
30,self-employed,single,secondary,no,-617,no,yes,cellular,19,nov,925,1,-1,0,,yes
48,management,married,secondary,no,3663,yes,no,cellular,19,nov,239,1,-1,0,,no
30,blue-collar,married,secondary,no,8,yes,no,cellular,19,nov,473,1,-1,0,,no
41,admin.,single,secondary,no,621,yes,no,telephone,19,nov,111,1,-1,0,,no
31,housemaid,single,tertiary,no,287,yes,no,cellular,19,nov,182,1,-1,0,,no
45,technician,divorced,secondary,no,1309,yes,no,cellular,19,nov,298,1,170,2,failure,no
30,management,single,tertiary,no,234,yes,no,cellular,19,nov,206,1,169,2,failure,no
39,admin.,married,secondary,no,168,yes,no,cellular,19,nov,183,1,-1,0,,no
35,self-employed,married,tertiary,no,1340,no,yes,cellular,19,nov,169,1,-1,0,,no
56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,,no
42,blue-collar,married,secondary,no,-430,yes,no,cellular,19,nov,298,2,-1,0,,no
34,technician,married,secondary,no,1,yes,no,cellular,19,nov,108,1,-1,0,,no
35,entrepreneur,married,secondary,no,6851,yes,no,cellular,19,nov,225,1,-1,0,,no
47,unemployed,married,tertiary,no,1172,no,yes,cellular,19,nov,86,1,-1,0,,no
40,entrepreneur,married,tertiary,no,1024,no,no,cellular,19,nov,723,1,-1,0,,no
32,unemployed,single,tertiary,no,1611,yes,no,cellular,19,nov,175,1,180,2,failure,no
44,self-employed,married,tertiary,no,4411,yes,no,cellular,19,nov,85,1,-1,0,,no
33,management,married,tertiary,no,2441,yes,yes,cellular,19,nov,154,1,-1,0,,no
41,technician,married,tertiary,no,67,yes,no,cellular,19,nov,814,1,-1,0,,yes
31,blue-collar,married,secondary,no,1570,yes,yes,cellular,19,nov,133,2,180,1,other,no
59,management,married,,no,3428,yes,yes,cellular,19,nov,103,1,-1,0,,no
45,entrepreneur,married,tertiary,no,1,no,no,cellular,19,nov,401,1,-1,0,,no
49,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081,2,-1,0,,yes
46,blue-collar,single,primary,no,96,yes,no,cellular,19,nov,217,1,-1,0,,no
39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,,no
55,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,,no
54,unemployed,married,primary,no,6427,yes,no,telephone,19,nov,53,1,-1,0,,no
45,management,married,tertiary,no,80,no,yes,cellular,19,nov,157,1,-1,0,,no
40,self-employed,married,tertiary,no,2977,yes,no,cellular,19,nov,375,1,125,1,failure,no
46,blue-collar,married,secondary,no,15,yes,yes,cellular,19,nov,46,2,91,3,failure,no
50,entrepreneur,divorced,tertiary,no,816,no,no,cellular,19,nov,630,1,-1,0,,no
30,blue-collar,single,secondary,yes,447,no,no,cellular,19,nov,426,2,189,6,failure,no
44,entrepreneur,married,secondary,no,2878,yes,no,telephone,19,nov,125,3,-1,0,,no
32,management,single,tertiary,no,4262,yes,no,cellular,19,nov,361,1,-1,0,,no
34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,no
34,management,single,tertiary,no,1,no,no,cellular,19,nov,582,1,-1,0,,no
33,housemaid,married,tertiary,no,0,no,no,cellular,19,nov,466,1,-1,0,,no
55,services,divorced,tertiary,no,1983,yes,no,telephone,19,nov,123,1,-1,0,,no
46,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,1084,1,100,4,failure,yes
49,services,married,,no,1990,yes,no,cellular,19,nov,44,4,-1,0,,no
39,blue-collar,married,primary,no,800,yes,no,cellular,19,nov,76,6,-1,0,,no
50,management,married,secondary,no,1580,no,yes,cellular,19,nov,79,3,-1,0,,no
32,technician,single,tertiary,no,360,no,no,cellular,19,nov,164,2,-1,0,,no
32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,0,,no
47,technician,married,secondary,no,85,no,no,cellular,19,nov,51,2,-1,0,,no
56,management,married,tertiary,no,705,no,no,cellular,19,nov,164,2,-1,0,,no
54,blue-collar,married,primary,no,6191,no,no,cellular,19,nov,102,2,-1,0,,no
40,blue-collar,married,primary,no,4608,yes,no,telephone,19,nov,111,2,156,1,failure,no
53,retired,married,tertiary,no,1452,no,yes,cellular,19,nov,442,2,113,3,failure,no
35,technician,married,secondary,no,2189,no,no,cellular,19,nov,256,3,-1,0,,no
35,management,married,tertiary,no,1095,yes,no,cellular,19,nov,210,2,-1,0,,no
51,blue-collar,married,primary,no,-637,yes,yes,cellular,19,nov,233,2,-1,0,,no
40,housemaid,married,secondary,no,1783,yes,yes,cellular,19,nov,130,1,-1,0,,no
35,management,married,tertiary,no,131,yes,no,cellular,19,nov,248,1,-1,0,,no
41,management,divorced,tertiary,no,8106,no,no,cellular,19,nov,39,1,-1,0,,no
39,entrepreneur,married,primary,no,3373,yes,no,cellular,19,nov,419,5,-1,0,,no
30,management,single,tertiary,no,2708,no,no,cellular,19,nov,479,1,-1,0,,no
39,management,married,tertiary,no,-233,yes,no,cellular,19,nov,249,1,-1,0,,no
39,technician,divorced,secondary,no,688,yes,yes,cellular,19,nov,214,1,-1,0,,no
39,admin.,single,secondary,no,2749,yes,no,cellular,19,nov,128,1,-1,0,,no
52,services,single,secondary,no,1810,no,no,telephone,19,nov,117,1,-1,0,,no
56,retired,single,tertiary,no,352,no,no,cellular,19,nov,198,1,-1,0,,no
34,management,married,tertiary,no,395,yes,no,cellular,19,nov,202,2,-1,0,,no
32,management,single,tertiary,no,2280,yes,no,cellular,19,nov,206,2,-1,0,,no
46,technician,divorced,secondary,no,-26,yes,yes,cellular,19,nov,201,1,113,2,other,no
51,technician,divorced,tertiary,no,4143,no,no,cellular,19,nov,171,1,-1,0,,no
46,services,married,tertiary,no,2520,yes,no,cellular,19,nov,144,1,-1,0,,no
57,unemployed,divorced,secondary,no,2762,no,no,telephone,19,nov,100,1,-1,0,,no
38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75,2,177,5,failure,no
35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,,no
41,blue-collar,single,secondary,yes,81,no,no,cellular,19,nov,212,3,-1,0,,no
38,blue-collar,married,primary,no,-459,yes,yes,cellular,19,nov,219,2,-1,0,,no
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes
47,management,married,,no,4189,yes,no,cellular,19,nov,489,3,-1,0,,yes
54,management,married,tertiary,no,11246,no,no,cellular,19,nov,122,2,-1,0,,no
48,services,single,secondary,no,2749,no,no,cellular,19,nov,442,1,-1,0,,no
32,management,married,tertiary,no,1923,no,no,cellular,19,nov,75,1,-1,0,,no
31,housemaid,married,secondary,no,14,no,no,cellular,19,nov,46,1,-1,0,,no
34,management,married,secondary,no,2311,yes,no,cellular,19,nov,59,1,-1,0,,no
31,technician,single,tertiary,no,849,no,no,cellular,19,nov,94,1,-1,0,,no
32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,,no
32,technician,married,secondary,no,599,no,no,cellular,19,nov,79,1,-1,0,,no
34,admin.,single,tertiary,no,3092,no,no,cellular,19,nov,115,1,-1,0,,no
51,entrepreneur,married,secondary,no,5403,yes,no,cellular,19,nov,698,1,-1,0,,no
54,technician,married,secondary,no,4475,yes,no,cellular,19,nov,108,1,-1,0,,no
51,retired,married,tertiary,no,580,no,no,cellular,19,nov,694,2,-1,0,,yes
32,technician,divorced,secondary,no,18,no,no,telephone,19,nov,20,1,177,1,failure,no
40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,no
30,unemployed,single,tertiary,no,1622,no,no,cellular,19,nov,242,1,-1,0,,no
35,self-employed,single,tertiary,no,538,yes,yes,cellular,19,nov,308,1,195,9,failure,no
31,blue-collar,married,secondary,no,69,no,no,cellular,19,nov,640,1,-1,0,,no
44,admin.,married,tertiary,no,688,no,no,telephone,19,nov,274,1,-1,0,,no
33,entrepreneur,single,secondary,no,1808,no,no,cellular,19,nov,84,1,-1,0,,no
31,unemployed,married,secondary,no,24,yes,no,cellular,19,nov,631,1,-1,0,,no
32,blue-collar,married,primary,no,66,no,no,cellular,19,nov,244,1,-1,0,,no
32,self-employed,married,tertiary,no,210,yes,no,cellular,19,nov,268,1,-1,0,,no
53,retired,married,tertiary,no,1778,no,no,cellular,19,nov,186,2,-1,0,,no
36,self-employed,single,tertiary,no,1296,yes,no,cellular,19,nov,352,4,-1,0,,no
49,admin.,single,secondary,no,0,no,no,cellular,19,nov,325,2,-1,0,,no
33,management,married,tertiary,yes,-148,yes,yes,cellular,19,nov,340,2,-1,0,,no
32,technician,married,secondary,no,524,no,no,cellular,19,nov,100,1,106,1,failure,no
41,blue-collar,married,primary,no,1491,yes,no,cellular,19,nov,145,2,-1,0,,no
43,blue-collar,single,secondary,no,9102,yes,no,cellular,19,nov,72,1,-1,0,,no
32,services,single,secondary,no,2615,no,no,cellular,19,nov,853,1,-1,0,,yes
33,management,single,tertiary,no,5945,yes,no,cellular,19,nov,190,1,-1,0,,no
54,admin.,married,secondary,no,1239,no,no,cellular,19,nov,200,1,-1,0,,no
35,management,single,tertiary,no,1531,yes,no,cellular,19,nov,127,1,-1,0,,no
41,management,married,tertiary,no,36,no,no,cellular,19,nov,388,3,-1,0,,no
48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,498,1,-1,0,,no
33,self-employed,married,tertiary,no,-103,yes,no,cellular,19,nov,149,2,175,1,failure,no
33,management,single,tertiary,no,201,yes,no,cellular,19,nov,171,1,183,1,failure,no
39,housemaid,married,secondary,no,1444,no,no,cellular,19,nov,100,1,117,8,success,no
53,unemployed,divorced,secondary,no,587,no,no,cellular,19,nov,561,1,-1,0,,yes
46,blue-collar,married,secondary,no,9347,yes,no,cellular,19,nov,138,1,117,1,other,no
38,services,married,secondary,no,8876,no,no,cellular,19,nov,636,1,-1,0,,no
40,management,married,secondary,no,156,no,no,cellular,19,nov,357,1,-1,0,,no
33,management,married,tertiary,no,3024,no,no,cellular,19,nov,118,1,-1,0,,no
44,services,married,primary,no,1161,yes,no,cellular,19,nov,402,1,184,5,failure,no
